xmin,ymin,xmax,ymax,Frame,Label
503,218,512,239,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02908.jpeg,PedestrianNV
494,218,502,238,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02908.jpeg,PedestrianNV
491,219,496,238,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02908.jpeg,PedestrianNV
481,219,489,237,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02908.jpeg,PedestrianNV
474,221,482,235,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02908.jpeg,PedestrianNV
460,221,470,241,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02908.jpeg,PedestrianNV
552,210,567,257,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
438,212,450,242,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
422,218,434,247,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
412,209,424,231,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
404,212,416,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
393,207,405,231,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
386,210,394,232,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
378,217,385,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
366,211,378,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
353,213,365,234,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
232,226,241,238,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
227,224,234,238,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
220,223,225,237,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
216,223,221,237,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
210,221,216,234,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02909.jpeg,PedestrianNV
565,213,585,267,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
459,223,471,246,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
422,213,436,245,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
412,216,425,256,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
403,212,416,239,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
396,213,410,234,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
385,211,398,233,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
376,210,388,234,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
363,209,375,233,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
355,217,367,234,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
346,211,358,232,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
331,218,344,238,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
205,227,213,240,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
198,223,206,239,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
192,222,200,242,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
185,220,192,241,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
178,220,187,242,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02910.jpeg,PedestrianNV
623,204,639,270,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
464,213,478,242,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
422,214,436,253,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
410,209,420,239,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
401,206,413,233,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
388,202,400,229,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
381,203,393,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
373,205,385,231,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
358,204,371,234,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
347,209,360,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
338,207,351,229,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
325,211,337,234,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
190,221,198,236,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
183,216,193,236,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
176,217,185,238,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
169,214,177,237,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
159,212,172,239,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02911.jpeg,PedestrianNV
474,212,488,241,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
446,209,461,257,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
433,206,445,240,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
421,206,434,246,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
411,205,424,231,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
394,202,407,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
383,203,396,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
371,203,385,229,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
360,205,373,232,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
350,206,362,229,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
344,206,356,228,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
336,207,348,229,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
323,210,335,233,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
177,221,185,235,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
171,217,180,237,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
162,215,170,238,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
153,212,165,236,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
145,213,157,236,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02912.jpeg,PedestrianNV
480,205,503,264,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
444,202,460,251,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
434,203,448,251,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
402,198,414,227,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
388,197,403,228,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
381,200,394,233,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
367,200,380,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
356,203,368,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
347,203,359,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
337,206,349,228,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
322,207,334,233,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
168,219,177,235,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
157,213,169,234,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
150,211,160,236,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
139,211,147,237,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
127,208,141,238,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02913.jpeg,PedestrianNV
556,200,578,280,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
482,201,498,254,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
468,200,485,255,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
419,198,432,228,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
406,196,418,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
397,197,410,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
385,200,398,234,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
380,206,393,232,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
368,204,380,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
357,204,369,221,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
346,204,358,227,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
328,206,340,234,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
160,218,172,236,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
147,212,160,235,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
137,210,151,237,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
125,209,137,236,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
114,209,127,238,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02914.jpeg,PedestrianNV
540,189,560,255,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
521,190,541,259,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
492,191,516,239,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
435,192,448,229,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
426,193,438,227,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
418,193,430,229,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
400,194,413,231,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
392,200,404,232,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
380,198,393,229,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
372,207,384,227,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
365,202,377,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
357,202,369,229,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
332,208,345,234,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
315,214,325,235,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
150,223,163,243,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
134,218,146,244,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
126,219,138,245,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
109,216,122,242,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
98,214,111,245,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02915.jpeg,PedestrianNV
539,181,563,244,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
464,189,481,229,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
458,192,473,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
451,189,464,231,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
432,190,448,234,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
426,198,438,232,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
418,196,431,233,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
409,194,422,231,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
401,196,415,231,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
384,197,400,229,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
372,201,385,230,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
340,206,354,236,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
148,224,160,246,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
127,219,139,248,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
115,219,128,249,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
95,218,108,250,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
80,217,94,249,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02916.jpeg,PedestrianNV
598,187,630,263,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02917.jpeg,PedestrianNV
505,197,520,246,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02917.jpeg,PedestrianNV
497,194,510,249,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02917.jpeg,PedestrianNV
480,198,495,258,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02917.jpeg,PedestrianNV
469,202,481,250,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02917.jpeg,PedestrianNV
461,207,474,246,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02917.jpeg,PedestrianNV
450,207,464,247,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02917.jpeg,PedestrianNV
443,208,455,245,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02917.jpeg,PedestrianNV
433,204,446,246,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02917.jpeg,PedestrianNV
425,208,438,246,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02917.jpeg,PedestrianNV
415,207,427,245,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02917.jpeg,PedestrianNV
405,212,417,243,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02917.jpeg,PedestrianNV
392,212,407,241,V:/RO01/DataLake/DCS03/NV5 CNN data/FLIR_DATASET/FLIR_ADAS_1_3/train/thermal_8_bit/FLIR_02917.jpeg,PedestrianNV
